书名,简介,标签,链接,作者,类型,字数,完结状态,积分,发表时间,文案
满级绿茶在年代文躺赢,散发魅力是个被动技能,打脸 甜文 穿书 爽文 年代文 成长,http://www.jjwxc.net/onebook.php?novelid=4464302,云吉锦绣,原创-言情-近代现代-爱情-女主,993586,完结,2781560576,2020-09-22 15:00:00,佟雪绿外号绿茶女王。她外貌明艳身材窈窕，仰慕者无数，过万花丛而不沾身。等到茶言茶语够了，准备做好人时，报应来了！她穿书了，穿到物质匮乏的七零年代，还是个身份尴尬的假千金！根据剧情，她将被重生回来的真千金按在地上摩擦脸，再被陷害嫁给二婚老男人，最终被家暴领了饭盒。佟雪绿：……我选择继续当绿茶养成三个未来大佬，做躺赢的咸鱼√靠忽悠进入国营饭店，每天吃香喝辣√四两拨千斤，让真千金打脸打到空气里√对于满级绿茶来说，无论拿到多烂的剧本，最终都能一路开挂。　**物理学家温如归年轻英俊，前途无量，就是因为科研耽误了个人问题。领导们摩拳擦掌，都想将这出色的人才拐成自家人。谁知某天，温如归带着一个长相妖艳的姑娘来科研中心，眼底藏着缱绻深情：“这位是我的对象，我们过来打结婚报告。”领导们：瞳孔地震女同志们：芳心碎了一地佟雪绿：不好意思，散发魅力是个被动技能#架空，女撩男，苏爽甜##这还是篇美食文#其他完结年代文：1《边疆来了个大美人[年代]》2 《七零年代福气包》
七十年代白富美,乡下二流子VS城里娇甜美,重生 美食 甜文 年代文 正剧,http://www.jjwxc.net/onebook.php?novelid=3547407,栖光,原创-言情-近代现代-爱情-女主,545165,完结,2287627008,2018-04-05 08:56:26,"【作者改笔名啦^ ^原名素昧平生v,新笔名栖光】·【tips:①有别后重逢剧情②男二重生】　　村里那个穷得出不起一分彩礼、不学无术还游手好闲的二流子，居然讨上了一个又俊又有钱的城里媳妇！  ^^^^^^^^^^^^^^^^^^^　　又俊又有钱的白富美赵兰香重生了，醒来的第一件事就是麻溜地去找老公。　　上辈子他们相逢于彼此微末的时光，他饱经沧桑，而她伤痕累累，余下的岁月里彼此互相取暖，温馨舔.舐。　　这辈子她决定要给这个男人一个美好的开头，让他避开明枪暗箭，走上光明大道！ 　　然而……谁来告诉她，为什么她那稳重儒雅的老公，年轻的时候居然是这样一个又凶又冷漠的刺头混混。　　男人不耐烦地把白富美压在玉米地，拍了拍她的脸蛋，凶狠地说：“知道吗，再惹我你就跑不掉了。 【阅读指南】    1：乡下二流子 VS 城里白富美，1v1,甜文。    2：码字不易，请支持正版。叶姐儿和队长的番外放在专栏里《番外集合》，大家可移步观看哟。隔壁新文《假如我变得很有钱》等你来收藏~"
玩宋,吃喝玩乐没有错！,穿越时空 种田文 爽文 朝堂 宋穿,http://www.jjwxc.net/onebook.php?novelid=3434965,春溪笛晓,原创-言情-古色古香-剧情-男主,852672,完结,3270190848,2018-06-27 07:07:07,随着王雱长大成人、踏入仕途，北宋大佬们的烦恼是这样的——苏轼：休想坑我！韩琦：休想坑我！狄青：休想坑我！王安石：每天都担心我儿子将来会当奸臣。范仲淹：每天都担心我学生将来会当奸臣。司马光：每天都担心我女婿将来会当奸臣。本文会在本周六（7月21号）入V，当天更三章，V后日更，请勿转载，谢谢支持！、
影后成双[娱乐圈],你是不是喜欢我,情有独钟 近水楼台 娱乐圈 甜文 轻松 暗恋,http://www.jjwxc.net/onebook.php?novelid=2993773,玄笺,原创-百合-近代现代-爱情-互攻,1539108,完结,3866012416,2017-06-06 12:00:00,【大陆简体出版更名为《逐光》，实体书已上市，可在各平台购买！】同名漫画在哔哩哔哩平台连载同名广播剧可于饭角app收听陆饮冰凭借《破雪》一举斩获金琮奖影后，当红小花夏以桐落选，当场崩溃，镜头前泣不成声。两方粉丝在微博上掀起一场庞大的骂战。影后粉嘲人倒贴炒作，小花粉辩驳真性情。谁都不知道，陆影后和小花背地里早就在一起了。夏以桐：我在内心深处种下了一颗星星，她照耀着我、指引着我，最终拥抱了我。CP：德艺双馨傲娇老干部影后X一线小花“收视女王”一个关于暗恋和梦想成真的故事，HE。6月28日周三VIP，独家发表，谢绝转载、改文！感谢支持正版！
禁止游客觊觎美人饲养员,动物学家美人受×蓄谋已久大佬攻,情有独钟 穿越时空 甜文 爽文 轻松,http://www.jjwxc.net/onebook.php?novelid=3938289,酒晚意,原创-纯爱-幻想未来-爱情-主受,897095,完结,3168393728,2022-01-14 21:00:00,【接档文《和电竞选手结婚的物理学家》专栏求收藏】简尘是一名动物学家，梦想是拥有一只熊猫，开一家动物园。3769年，国家发布政策：由于男女比例严重失衡，公民可领养熊猫，一户一只。前提是领养者要与国家匹配的同性恋人登记结婚。　　一星期后，抱着熊猫幼崽的简尘，见到了传说中那位与他系统契合度100％的男人——　高大，俊美，气场威慑冷悍。　　简尘默默收回视线，在男人的目光下紧张的耳尖微烫，好在对方冷漠寡言，对他似乎没什么兴趣。　　稍微放心的简尘，结婚当晚，一夜未眠。简尘红着眼圈，默默让男人帮他揉腰。他默念这应该是夫夫义务，是领养崽崽必要的代价。可这代价……是不是太疯狂了点？orz＊夫夫生活就这样履行了三年。直到一天，彗星砸向地球，人们惊恐逃窜。昏迷的简尘意外穿越到了星际时代。　　——他穿成了一家破败不堪的动物园园长。虽然动物园面临倒闭，却藏着各种珍贵物种，幼崽们整日捡草为食，脏兮兮，狼狈的不像话。身为动物学家的简尘，忍不住心软，他决定振作起来，重兴动物园，主动承担起饲养员的责任！少年身上的衬衫清爽，气息温暖，手指修长，堪称教科书级别的撸猫技巧和照顾手法，被旅客无意拍了下来，传到网上。动物园一夜爆红。同时，他的崽崽竟一起穿来了。竟然是全星际最后一只熊猫幼崽？！——全星际沸腾！　　……简尘的梦想似乎都实现了。　　只是每逢夜深人静，偶尔会控制不住，想起崽他爹。＊某天，直播给小白虎梳毛的简尘，在光脑新闻上，看到了从战场归来，一袭军装、神情冷峻从星舰缓缓走下的爱人。他听到军官们称呼他为‘陛下’。　　　　指尖微颤的简尘：……跟着看电视·放下竹子的崽崽：……粑粑？全体网民：！？？？？……他们刚才听到了什么？后来的后来，动物园门口多出了个警告牌：《禁止游客觊觎已婚饲养员》——落款：陛下亲笔　　＊星际养崽文，崽不只熊猫一个。＊默认星际时代毛绒绒统治世界，可化形成人。＊攻对受是蓄谋已久的一见钟情。======接档文：《和电竞选手结婚的物理学家》文案：受是一名年轻有为的物理学家。他的梦想是获得诺贝尔奖，再找一位合适的伴侣。恰好，国家出台政策：国民可携带身份证参与国家匹配系统，与匹配对象登记结婚。（简称国家分配对象）　　受满怀信心的报名了。和他匹配的对象一定同样热爱物理事业……化学也勉强可以。三天后。得知和自己100%契合的对象是男人，同时还是一个电竞选手时——受感觉天都塌了。除去性别不谈，这可是在他眼里最不务正业的职业。而100%契合度，被国民称为灵魂伴侣。受循着地址，决定前往攻所在的俱乐部，和攻谈一谈。赛场后台灯光闪烁，等待选手比赛结束后，茫然寻找间隙，谁知刚回头，却撞在对方怀里，那人戴着黑色帽衫，个子很高，正垂眼看他。他听到周围的选手们叫他队长。被男人陌生冷冽的气场笼罩，他忍住紧张，抬头：“你好，请签一下离婚同意书。”“听说双方都不满意，国家可以酌情批准离婚，冷静期只需要六个月。”认真解释时，受睫毛微颤，男人竟把自己的帽子压在受头上。重量蓦然一轻，遮挡的视野陷入昏暗，受哑然。谁知下一秒，电竞大神声音冷淡：“不好意思。”“我没有不满意。”*国家发布最新公告！匹配系统更新了功能，新婚夫夫们届时可通过系统查看匹配原因。百思不得其解的受，第一个去民政局询问原因，得到的回复是：1.青梅竹马。2.性契合度100%。3.欣赏彼此的职业……　　…太离谱了。不信邪的受，当天翘了一场国外教授讲座，前往电竞比赛现场观看了一场攻的最新赛事。一场酣畅淋漓的比赛下来，第三条竟被验证了。　　从余韵中缓过神，头昏脑胀颈项发烫的受，锁好实验室门，回家，夜里破天荒敲了敲匹配对象的房门。当晚，第二条也被验证了。受：“……”好，只剩下第一条。他和国家分配的结婚对象是青梅竹马？…这绝无可能。*Lock作为电竞圈闻风丧胆的大魔王，一路顺风顺水。不仅技术一流，新手时期便杀出重围，组建黑马战队Teen，一路杀神，被称为天赋魔王。无论游戏还是赛场，都曾缔造无数玩家脍炙人口的不灭奇迹。甚至最后，还和自己一见钟情的小竹马结了婚。　　战队Teen初次见到那位高智商、性格冷静，同时美的像幅画的理论物理学博士，却因被选手们齐刷刷喊了“小嫂子”而红了耳朵，队员们羡慕不已。　　直到某天，接自家爱人从实验室回家的攻，在物理公式演算专用小黑板右下角发现了一行倒计时：【离婚冷静期结束，仅剩42天。】电竞大神腹黑攻×物理学家美人受*先婚后爱，1V1，竹马，he*久别重逢，一个小甜饼。专栏第1本求收藏~=======接档文2：《数据进化后我封神了》文案：世界万物，包括人类，一切都由数据构成。“数据一旦进化，人类将迎来审判。”这言论就像疯人说笑，人们嗤之以鼻。直到有一天——　　街头服装店的假人开始说话。死去三年的白领目光呆滞，流着口水走进自己的公司大厅。航班飞机像鸟一样煽动机翼，带着乘客们冲入大海。　　而白夜是一名平平无奇的程序员。　　某天，他的电脑里出现一行字：——“恭喜你，你成功激活了自身数据！你是组成世界上一切事物的最原始数字，代号000，人类最稀有的纯色者！”“和我绑定，让我们一起封神吧～”　　白夜停留两秒，回复：谢邀，我不当零。然后删除了这条垃圾邮件。　　随后几天，身边一切都诡异了起来。　　小区内的遛狗人离奇消失。却在夜里戴着项圈出现在白夜的家门口，嘴里喃喃地说白先生你的味道好好闻。比如白夜去血站献血，针头扎入瞬间，护士的眼睛忽然伸长，占据几乎半张脸。再比如国家各大媒体紧急公告，匿名论坛重金悬赏‘10以内数字’纯色者……　　*不久后，一个面色萦绕着黑气的高大男人，敲响了白夜的门。极度暴-乱的数据几乎让他无法保持人形。龙鳞若隐若现。垂眸看向白夜的脖颈，指腹压过耳廓，一袭军装的男人没什么表情，声音沉闷阴翳：“你好，白夜先生。”“听说最暴-乱的数据只有纯色者才能安抚。”　　白夜关上门：不信谣，不传谣。　　*诡异，末日，克系专栏第3本求收藏授权画师：EK
鬼怪游乐场[无限],要么红，要么死,娱乐圈 无限流 升级流 直播 轻松,http://www.jjwxc.net/onebook.php?novelid=7527986,春刀寒,原创-言情-幻想未来-剧情-女主,818196,完结,3456197632,2023-09-01 09:00:00,一个寻常的午后，名为[鬼怪]的高维灵异系统入侵了人类社会那天之后，各地见鬼事件频发，意外死亡率急速增加正当人类束手无策之际，[鬼怪]上线了全球直播：——叮！恭喜你被选中参加《恐怖综艺》~——因为你是备受观众喜爱的明星，拥有足够的关注度，所以才会被选中哦。请利用人气值在副本里活下去吧~你就是最闪亮的明星！——通关副本后人气值垫底的明星将会被淘汰，成为鬼怪的晚餐，要加油哦——要么红，要么死，嘻~常年在各大电视剧中跑龙套，毫无知名度的小演员黎知看了看左边的顶流爱豆，又看了看右边的国民初恋露出了坚强的微笑——从默默无闻的小演员到副本人气断层第一的明星玩家——从无到有——从有到毁灭【当这个世界沦为鬼怪的游乐场，我仍没有忘记我是一个人类】阅读指南：【纯中式/民俗恐怖本，非解密烧脑类，偏剧情向】【有男主，不是背景板，有甜甜恋爱剧情】【试图尝试新题材（乖巧探头，请温柔轻喷】
西城往事,我们从此，往南往北。,正剧,http://www.jjwxc.net/onebook.php?novelid=3206327,舒远,原创-言情-近代现代-爱情-女主,145338,完结,1448351488,2019-01-30 03:50:00,文案一：我们从此，往南往北。 
路人他竟是灭世boss,BOSS他只想当个路人。,强强 情有独钟 末世 甜文 穿书 爽文,http://www.jjwxc.net/onebook.php?novelid=7977684,Chelal,原创-纯爱-幻想未来-爱情-主受,476545,完结,2322354688,2023-10-31 00:00:00,沈诀穿到一本末世小说的路人甲身上。路人甲是个没有异能的普通人，研究院的小职员，平时除了做做实验，就是充当气氛组鼓掌喊666。 沈诀对这个新身份很满意，还顺手找了个合心意的伴侣。伴侣虽然经常出差，沉默寡言，但宽肩窄腰，一天能干半个月的活。新生活滋润美满，沈诀每天都心情愉悦。 在普普通通地生活了七年之后，一个声音忽然在他脑海中出现：“想改变炮灰的命运、体验非凡的人生吗？想寻找生命的意义，拯救破碎的世界吗？炮灰逆袭系统为您服务！”“不想。”沈诀毫不犹豫回答。 系统抑郁了。它只是不小心迟上线了七年，却发现绑定的宿主只想当个普通人咸鱼度日，每天和伴侣卿卿我我。世界都要毁灭了，你们居然还在谈恋爱—— 直到某天，系统发现了一个秘密。它所绑定的宿主，灵魂好像就是书里最后毁灭世界的元凶。 ……救命，宿主你还是当普通人吧！ . 异能中心里很多人都知道，宗凛有一个放在心尖上的爱人。这位冷漠寡言的人类最强异能者，在每次挥动长枪贯穿异种的心脏后，都会用异化畸变的手取出怀中爱人送的怀表落下亲吻。仿佛一种深情的祷告，又似亲手把自己困入温柔囚牢。 传闻宗凛的爱人只是个手无缚鸡之力的普通人，除了一张漂亮脸蛋，其他一无是处。某天，宗凛的爱人被SSS级异种掳走。宗凛暴走，一群人杀进异种巢穴，却见到宗凛的爱人正持刀抵在异种脖子上，笑吟吟道：“两个选择。一，你自己把脖子再伸过来点。二，我把刀按进去。你选哪个？” PS：欢迎一切评论。但请不要在本文评论区提及与本文无关的作者，也不要在其他作者的作品底下提及本文，对别人和我都会产生很大的困扰。望理解。 ——————预收《无限流大魔王回来后》 我叫林清池，是一位无限流退役玩家，曾经通关过无数死亡游戏。我的心已经磨炼得比在大润发杀了十年鱼的员工还要冷。回到现实后，算命的外公说我杀孽太重，将一座玩偶屋留给了我，让我放下屠刀，玩绣花针。 我玩起了绣花针。 只是不知道为什么，经我之手制作的玩偶，都似乎有了灵性。我在的时候排排端坐，十分乖巧，我一转身，就开始左摇右摆，想要上天。 某天我无意中听到了它们的对话。 “哟，九头蛇，你也被拉过来了啊。”“无头尸？什么情况？” “别叫我无头尸，现在我有头了，林清池帮我缝的。”“我去，林清池大魔王？他不是已经通关游戏走了吗？还有，我为什么少了颗头？” “你可以找林清池理论。”“我才不去！被砍成十八段怎么办？” “那就好好扮演玩偶，找死别连累兄弟。待会林清池过来记得不要乱动。”“不敢动不敢动。” · 最近来玩偶屋的客人越来越多了。据说世界各地诡异降临，天灾频发，买我这里的玩偶能辟邪。 . 某天，我存放在仓库最深处的玩偶也动了起来。它有着血红的眼睛，完美的脸庞，身体每一寸骨骼和皮肤都是按照我的喜好打造。至于用途，成年人懂得都懂。 玩偶会动当然是一件好事。不过，这次栖身在玩偶里的东西似乎是个熟人。——相互厮杀想要对方命那种“熟”。 “林清池，你把我的手下全都拐走了。”俊美的玩偶眼瞳殷红，表情危险。“你得对我负责。” 
金玉满堂,守寡三年后战死的夫君回来了,穿越时空 种田文 美食 爽文 轻松,http://www.jjwxc.net/onebook.php?novelid=3313690,骨生迷,原创-言情-架空历史-爱情-女主,816941,完结,2402396928,2021-03-01 09:00:00,（本书原名《丧夫后的滋润日子》不太和谐，被要求改名啦）顾茵加班晕倒，再睁眼就穿成了个农家小媳妇。这小媳妇命惨得很，少时让人卖作童养媳，好不容易过上几年安生日子，男人又叫朝廷强征入伍，尸骨无存，家里只剩下个色厉内荏的嘴凶婆婆和豆丁大的小叔子。顾茵并不自苦，靠着家传手艺摆摊子、开店，一个女人照样把日子过得红红火火。眼瞅着日子越来越好，婆母劝她趁着年轻早些改嫁，还给她物色了个老实秀气的穷书生。直到这一年七月十五，一个早该战死的男人突然回来了………………武青意前半生都献给了家国天下，他无愧兄弟无愧天下，愧对的只有死于洪水的老母幼弟娇妻……天下初定，武青意被封为天下兵马大元帅，第一件事便是回故乡寻找家人的坟冢很不巧，他回去的那天正好是七月十五。“媳妇啊！有鬼啊！”老娘还是他记忆中中气十足的老娘。“嫂嫂，救命啊！”幼弟是他幻想中长大的幼弟。“哪里来的无耻鼠辈，敢在我武家门前装神弄鬼？！”记忆中的娇妻（？）挥着一把菜刀冲了过来……“不许欺负我娘！”一个约莫五六岁大的男孩儿也冲了过来…武青意：？？？谁来跟他解释一下，离家八载，孩子五岁，是个什么情况？？？阅读小贴士：1.人设来自@大美眉發發。2.一个特别日常的家长里短轻松种田文。文案孩子不是亲生的。文案后半即男主视角，出场晚但不换男主。3.非苦难纪实文学，有美化有天马行空，搞不来严肃文学。4.文中美食大多参考自美食视频，非作者自创做法。5.架空朝代，私设如山，无据可考。考据勿究。6.骂角色可以，骂我我直接捂着心脏躺你家门口，已经讹上了。
女配她妈是豪门大佬的白月光,与初恋重逢，豪门中年爱情故事,破镜重圆 重生 穿书 轻松 白月光,http://www.jjwxc.net/onebook.php?novelid=7845672,林绵绵,原创-言情-近代现代-爱情-女主,350724,完结,3233266176,2023-03-13 10:00:00,【正文完结，番外更新中】郑晚是独自带着女儿生活的单亲妈妈，虽然生活算不上富裕，但她跟女儿相依为命，日子倒也有滋有味。直到这一天，她接到了学校班主任的电话，一向乖巧懂事的女儿竟然在学校惹是生非。匆忙赶过去，却在办公室里碰到了阔别二十年的初恋。此时的他西装革履，事业有成，成熟稳重，早已不见当年青涩，浑身都散发着威严的气场。他的视线不经意地掠过她，带着几分漫不经心。郑晚当他飞黄腾达，早已经忘记了她这么个人，还未来得及松一口气，当晚，一辆加长林肯停在楼下。-郑思韵重生了，回到了中考前夕。再次见到活着的妈妈，她喜极而泣，痛定思痛，这一辈子一定要好好地活，好好学习，出人头地，要让妈妈享清福过好日子。只是……谁能告诉她，上辈子那个令人畏惧胆寒、深不可测的大佬竟妄想成为她继父？还有，她还没迎来高考，她妈就成为人人艳羡的豪门太太。这到底是怎么回事！【【禁止在评论区代入任何三次元的明星以及影视作品中的角色，互相尊重，不胜感激】】阅读指南：1.豪门中年爱情故事，很俗很狗血，毕竟是土狗作者写的[哭]2.开篇男主39岁，女主38岁3.不是带球跑文学！！文案中女儿跟男主没有血缘关系4.女主跟女儿是亲母女关系，女主结过婚5.非二胎文学，请不要对跟人设不符的情节抱有过多期待[抱拳]
金缕衣,她怎么又不理孤了,强强 情有独钟 天作之合 重生 甜文,http://www.jjwxc.net/onebook.php?novelid=6420884,榶酥,原创-言情-架空历史-爱情-女主,811737,完结,2246554112,2023-02-18 00:00:00,定安十六年，魏府二姑娘蒙冤入狱，直到死，都没摆脱凶犯二字。死后，她的魂魄在世间游离多年，才知道那一天不仅是她的噩梦，也是一场巨大的阴谋。她是魏夫人在佛堂捡的，真正的凶手是魏夫人的亲女；她的亲生母亲郡主娘娘知道一切真相后，与人斗得两败俱伤。魏府渔翁得利，平步青云。...一朝醒来，她回到了冤案前的半个时辰。烈日下，她看着那道决定她命运的铜木门，折身坚定的走向了另一条路。“姑娘，您这是去哪里，三姑娘已经在后山等您多时了。”丫鬟焦急的阻止着她，声音愈发尖锐：“你不能再过去了！那是太子殿下的别院，太子喜怒无常，暴虐弑杀，你擅闯会死的！”魏姩不以为然。那又如何？比起她身边的人，那个人显得和善多了。毕竟在她最后一天，是他给她留了最后一丝体面。但此后的很长一段时间，魏姩都被那个疯子气的想真正犯一次凶案。-男主篇一个总想给女主传染疯气，反倒让女主渡了的疯批男主。男主前期：孤喜欢她，要让她跟孤一样。男主中期：孤要给她筑高楼，制金缕衣。男主后期：蓁蓁啊，别生气了啊，理理孤啊。食用指南双c，1v1女主家是外姓王府，与男主没有血缘关系不喜欢及时止损哦《重生回到退婚前》沈云商为夫家殚心竭虑，最后落得重病缠身，夫君却要娶平妻，临死前，她不由想起，她曾有位未婚夫，虽然狗嘴里吐不出象牙，说句话能给你呛死，但俊朗阔绰，若是当初跟他服个软……裴行昭为妻家拼死拼活，最后将性命搭进去，却得一纸和离书，临死前，他不由想起，他曾经有位未婚妻，虽然是个狗脾气，跟炮仗似的一点就炸，但美貌善良，要是当初跟她服个软……一朝醒来，二人回到闹崩后，退婚时。沈云商偷偷瞥向身旁年轻俊朗的少年，恰好对上那双亮晶晶的狗狗眼。二人同时收回视线：“婚不退了！”沈家长辈：...昨日不还说天下男人死光了就不嫁裴容？裴家长辈：...昨日不还说宁打一辈子光棍都不娶沈箐？沈云商用胳膊肘碰了碰少年，别别扭扭：“你什么意思啊？”裴行昭碰回来，眼神闪烁：“你又什么意思啊？”对视一眼，又挪开，异口同声：“再试试呗。”二人各自偏头一笑。试试就试试呗。后来，真相揭露。沈云商磕着瓜子抱臂讽刺：啧啧啧，跑去给人当牛做马，临死了还和离，真出息！裴行昭端着盏茶靠在柱上：跑去给人当牛做马，临死人还要娶平妻，真有本事！二人双双抬头望天。半斤八两，两人谁也刺不到谁。《抢婚》朱虞幼年双亲惨死，多年来谨小慎微，温婉娴静，却在大姑娘大婚之日做了一件惊世骇俗的事。抢婚。 红绸漫天，宾客满堂，朱虞一身喜服孤身立在堂中：“我才是施家的表姑娘，今天的新娘子是我。”满堂寂静，鸦雀无声。朱虞无惧的迎向祖母的怒容。可当真无惧么，不尽然，她腿都在发抖。但让出她的婚事，姐姐红妆十里，却要她给人做填房，天底下没有这样的道理。她见过慕家郎君，那张脸她喜欢，她让了十七年，这个男人，她不让！-慕苏一夜宿醉被薅出来成婚，哈欠连天，迟迟等不到新娘子，耐心更是耗尽，偏这时心腹禀报：“郎君，有人抢婚。”慕苏立刻调转马头：“让给他。”心腹：“...抢婚的是朱家二姑娘。”慕苏一愣，被抢的是他？“朱二姑娘才是施家的表姑娘，朱二姑娘说今日要么她嫁，要么谁也别想嫁。”慕苏面上困意稍退，浮现一丝兴味，这位女郎的性子倒是泼辣。“告诉朱家，慕家娶的是施家的姑娘，今日要么我娶朱二，要么谁都别嫁！”他向来不喜性子软绵的女郎，家里有个怂包爹已经很够了。几日后慕苏与朱虞大眼瞪小眼：“你婚都敢抢，不敢吵架？”朱虞望着那张过分好看的脸，半晌憋出一句：“...要不，我努力学？”她学了十七年的温婉贤淑，谁晓得到了夫家这些竟都用不上，没有婆母镇压，夫君身体好家底还殷实，她挺喜欢这门婚事，不就吵架么，她学就是。慕苏：“...”朱虞：就硬气了那么一回被相公以为她性子泼辣于是她学着泼辣但吵架好难啊还是动手比较简单慕苏：以为娶了个泼辣媳妇结果是个怂包能怎么办呢只能护着但怂包娘子是怎么做到边哭边打人《夫君他天下第一甜》明王府独苗苗世子谢蘅生来体弱多病，明王将其看的跟命根子似的，宠出了一副刁钻的坏脾气，那张嘴堪比世间顶尖毒药，京城上下见之无不退避三舍。　　初春，柳大将军凯旋归朝，天子在露华台设宴为其接风洗尘。席间群臣恭贺，天子嘉奖，柳家风头无两。　　和乐融融间，天子近侍突然跑到天子跟前，道：“有姑娘醉酒调戏明王府世子，侍卫拉不开。”　　柳大将军惊愕万分，久不回京，这京中贵女竟如此奔放了？他抱着好奇新鲜的心情望过去，然后心头蓦地一凉，却见那赖在世子怀里的女子不是随他回京的女儿又是谁。　　虽刚回京，他却也知道这世子是明王的心头肉，余光瞥见明王双眼已冒火，当即起身爆喝：“不孝女，快放开那金疙瘩！”　　一阵诡异的安静中，柳襄伸手戳了戳谢蘅的脸：“金疙瘩，这也不是金的啊，是软的。”“父亲，我给自己抢了个夫君，您瞧瞧，好看不？”　　谢蘅目眦欲裂盯着连他的近身侍卫都没能从他怀里拆走的柳襄，咬牙切齿：“你死定了！”柳襄凑近吧唧亲了他一口：“牡丹花下死做鬼也风流。”-谢蘅：顺风顺水颐指气使了十八年遇见个女疯子，她一定是我的报应！柳襄：在边关吃了十八年风沙得到一个绝色夫君，他是我应得的！
娇娘春闺,夫妻恩爱，升官发财,种田文 甜文 市井生活 轻松,http://www.jjwxc.net/onebook.php?novelid=4815847,笑佳人,原创-言情-架空历史-爱情-女主,691185,完结,3754259712,2020-07-15 22:00:00,青楼老鸨犯事被抓了，尚未接客的阿娇被官府送回了舅母家。十六岁的阿娇白净脸，樱桃嘴，会弹琴唱曲，会揉肩捏背，却因喝过绝嗣汤，无人问津。隔壁的赵老太太咬咬牙，花十两银子聘了她，让她给官爷赵宴平做良妾。赵老太太临死前，抓着孙子的手再三嘱咐：她只是我买来给你晓事的玩意，你没娶妻前先用着，将来真的谈婚论嫁了，提前打发了她，别留着给我正正经经的孙媳妇添堵！赵宴平：好。后来，赵宴平带着阿娇与孩子，一起去老太太的坟前磕头。祖母啊，往后阿娇就是你正正经经的孙媳妇了，您看可还行？阅读须知：1.古代日常甜文，大理寺卿夫妻的发家史。2.采用官方防盗，订阅比例50%。2.封面画手围脖@畫之是穆之*完结推荐:快穿之娇妻/国色生香/南城/锦衣香闺皇恩/春暖香浓/宠后之路/王府小媳妇你比月色动人/黛色正浓/影帝的公主其他完结文都在专栏，求收藏！
安知我意,如果再见还能红着脸。,都市 情有独钟 职场 正剧,http://www.jjwxc.net/onebook.php?novelid=3194765,北南,原创-纯爱-近代现代-爱情-主受,292373,完结,4568973824,2017-06-01 12:00:00,新文《无路可退》文案已贴出，感兴趣的朋友可以瞅瞅。沈多意跳槽后遇见了新上司戚时安，原来二人早已在年少时有过一段短暂的纠缠与朦胧的心动。随着误会解开，重新出发向彼此靠近，暧昧丛生，终于引爆甜蜜恋爱。戚时安是格斗潜水金融行业全能的高级操盘手，沈多意是颜好人好双商高能力强的高级精算师。双学霸，攻帅受甜都很有钱。八百年前的文案：沈多意幼时父母因意外去世，此后和爷爷相依为命，十几岁勤工俭学俭到了娱乐场所当服务生，然后偶然遇到了十几岁就来消费的戚时安。误会之下他以为他不是什么正经人，他以为他给钱就能追。再次相遇好似隔了千山万水，戚时安西装笔挺的坐在高级合伙人办公室里，浑身都写着“正经”，沈多意青涩渐褪已换上了高级白领的模样。两个人成为了上下级，一点点发现对方隐藏的优缺点，一点点植根对方心中脑海，回忆拾起，暧昧新生。主要为多年后的故事，少年时做几处回忆点缀，文案废随便看吧。双学霸，高级操盘手x高级精算师。攻成熟理智大长腿，受聪明善良颜值高。（努力吹）视角是网站新加标签，我难以定义所以没有管，请忽略。
晚来天欲雪,重生后我成了全修真界白月光,情有独钟 天之骄子 仙侠修真 重生 美强惨 高岭之花,http://www.jjwxc.net/onebook.php?novelid=4465155,妄鸦,原创-纯爱-架空历史-爱情-主受,408346,完结,4041854208,2020-06-06 00:00:01,太衍宗外门多了个惊才绝艳的杂役弟子生了张颠倒众生的脸，懒懒散散，一战成名只可惜这弟子身虚体弱，若不用天材地宝养着，恐怕修行一途便是到了尽头“筑基不到便能剑气外放，天生就是用剑的料啊。可惜，可惜。”所有人都如此说着，摇头叹息宗辞倒无所谓，他这辈子算是捡来的命本就是为拯救苍生而死，能重生就谢天谢地他倒也看得开，不怨别人，只想好好活下去他咸鱼了倒好，没想到别人却不愿了上辈子对他厌恶至极的白月光，心狠手辣的师弟，恣意乖张的师尊…...全都赶着上来扒他马甲，眼角泛着疯狂，个个恨不得把心都掏出来给他宗辞：？？？他联想一下自己上辈子糟糕的人际关系，受宠若惊宗辞总觉得自己上辈子什么也没得到师门背叛，手足分离，身死道消，笑话而已他想不到，那些人会站在他冢前，为他打入鬼域，堕入魔渊，似疯也似癫他更想不到，还有一人，为他摆好卦盘，参算了一宿天机门的大雪落了满肩，却只等来一具陈着半截断指的空棺【广播剧：指路猫耳FM】
